2015011285,83.333,216.0,2,1,197.082,119,-0.474440570036,0,1,171.495,107,-0.361094003895,1,0,152.564,91,-0.515792361502,1,0,168.631,99,-0.568705318845,115.863,255.002,1,1,172.945,152,1.07560546291,0,0,65.164,65,1.74384750336,2,1,122.118,58,-1.20054105484,0,1,203.735,72,-1.88545696744,71.942,298.131,3,1,129.644,125,1.55618230159,2,1,237.633,147,-0.391093573286,0,1,205.578,116,-0.697280829632,0,1,90.0,71,0.568451624072,106.264,183.733,3,1,114.499,103,1.19212854578,0,1,119.264,98,0.753373406402,3,1,130.879,74,-0.690828768808,0,1,153.849,103,-0.104355395827
2015011281,69.412,226.598,3,1,238.897,149,-1.00619248024,0,1,156.83,98,-1.00297306157,1,1,118.809,79,-0.89376129703,2,1,102.584,93,-0.234871667603,112.878,220.463,2,1,95.668,98,0.0863416410874,0,0,45.267,48,0.18450142286,1,1,56.098,90,1.66773156854,0,1,155.145,96,-1.01961824952,37.298,180.398,3,0,91.582,89,-0.0570003647226,2,1,163.032,124,-0.632938840431,1,1,192.615,134,-0.80989948852,0,0,46.132,92,2.73099649122,58.534,265.582,3,1,64.366,84,0.85162679906,0,1,101.999,100,-0.0335639346,2,1,55.818,56,0.0287658195727,3,0,87.134,91,0.140855641898
2015011337,111.952,310.699,2,1,305.953,144,-0.396064955452,0,1,246.009,108,-0.602439943744,3,1,214.111,73,-1.24182337571,2,1,186.645,64,-1.22909425993,100.118,323.236,3,1,101.879,45,-0.584887097513,0,1,72.25,48,0.86687099945,2,1,68.182,44,0.7428052149,0,1,214.616,110,-0.122985532293,84.991,345.678,3,1,118.178,58,-0.264851127924,1,1,217.192,63,-1.57355689403,0,1,191.604,77,-0.844581551065,0,1,62.735,50,1.73171716173,66.056,126.591,3,1,72.003,44,0.519518654734,0,1,94.199,53,0.203640271031,3,1,82.911,57,1.01764343338,0,1,97.001,78,1.77808900244
2015011329,83.833,165.101,3,0,120.814,103,-0.443404974438,0,1,140.249,95,-1.01383113944,2,1,139.6,107,-0.723677798082,2,1,112.188,120,0.263452475526,137.578,318.375,3,1,133.935,126,-0.156196242004,0,1,85.469,106,0.818897414507,1,0,62.133,91,1.54952963283,0,1,176.951,117,-1.06647252539,42.703,305.3,2,1,104.178,133,0.937569425898,1,1,201.693,125,-1.2014281558,0,1,235.131,161,-0.989872282843,0,1,70.384,55,-0.674991797077,25.911,191.899,3,1,84.833,101,0.657257137075,0,1,123.374,103,-0.501007626159,2,1,63.28,108,2.33784760649,0,1,87.445,92,0.206328848899
2013011388,72.892,207.08,2,1,217.479,110,-1.18538797944,0,1,125.175,92,0.086091488623,3,1,152.126,88,-0.782199234319,3,1,148.76,106,-0.0382624147813,96.909,239.83,3,1,133.376,72,-0.996579968336,0,1,74.475,56,0.180181976511,1,0,65.059,56,0.783961727366,0,1,241.53,118,-1.28105787985,68.927,348.367,3,1,107.667,95,0.903761491798,1,1,204.566,112,-0.954007921595,0,0,216.293,99,-1.45215866115,0,1,84.629,70,0.59744932731,108.367,129.881,3,1,85.755,69,0.472496648869,0,0,107.546,114,1.88943900368,2,0,101.48,103,1.63959158968,0,1,142.456,106,0.136680805624
2015011335,61.696,189.101,3,0,105.094,111,0.912587061098,0,1,73.784,93,1.78284218431,3,1,118.117,93,-0.232943327345,1,1,103.236,105,0.745939329691,33.25,46.599,3,1,90.83,75,-0.0694776154461,0,1,20.209,18,0.207374424588,3,1,48.176,37,-0.315340506207,2,1,51.363,51,0.643018037366,45.369,134.366,3,0,67.311,53,-0.232794338004,1,0,104.779,115,1.08878200399,2,1,135.952,62,-1.64465334742,0,1,38.247,44,1.31405479766,68.862,94.872,3,1,121.712,57,-1.59234842748,3,1,94.935,50,-1.34368868476,0,1,70.669,50,-0.573101556099,0,1,98.525,67,-0.69025003594
2015011254,27.361,195.485,3,1,231.403,137,-1.16649974875,0,1,133.444,103,-0.828688982471,1,1,146.042,61,-1.49404204141,1,1,104.979,87,-0.721837208661,144.305,159.728,3,0,57.549,126,1.83440279739,0,1,54.427,96,1.03484714516,2,0,88.728,133,0.53726224755,2,1,50.111,119,2.18249131555,38.285,215.75,3,1,104.696,132,0.0898315256868,1,1,166.73,245,0.481802564614,1,1,186.963,177,-0.500208579594,0,0,37.765,54,0.407510294726,85.566,165.72,3,1,188.165,186,-0.421714677894,3,1,105.682,121,-0.127804438583,0,1,129.644,116,-0.5978092981,0,0,202.327,169,-0.70954291522
2015011286,41.865,160.497,3,1,166.899,99,0.663848235287,0,1,96.646,53,-0.0247885779676,1,0,108.449,78,2.60241055386,0,1,71.344,37,-0.482737560627,73.365,158.166,2,1,98.167,57,0.471160278511,0,1,51.802,31,0.74472807348,0,0,48.88,25,-0.592805784698,0,1,44.847,26,0.457408067432,58.429,235.393,2,1,98.282,56,0.304241786062,0,1,174.883,91,-0.456074025366,0,1,169.812,94,0.0545666687199,0,1,65.962,31,-1.23083379483,53.665,195.03,3,1,56.686,34,0.765686601366,3,1,60.83,31,-0.621096527024,0,1,88.082,37,-1.99827509198,0,1,108.427,55,-0.657438902223
2015011324,55.634,477.966,3,1,270.262,223,-0.260140169599,0,1,2.515,122,3.87249984201,2,1,175.481,121,-0.271891588339,0,1,131.6,57,-0.29411337737,135.25,295.276,3,1,151.817,118,-0.264289265033,0,1,86.916,91,-0.240911877201,2,1,149.978,118,-0.263463279768,2,1,119.997,120,-0.244982036379,146.02,238.946,3,1,96.93,88,-0.252968740764,0,1,218.133,114,-0.286357824377,1,1,167.233,151,-0.25339686307,0,1,124.581,119,-0.248866750253,137.23,297.818,3,1,66.401,58,-0.255949310559,3,0,78.248,95,-0.226429673674,0,1,97.384,86,-0.25511547114,0,1,127.733,115,-0.253623614483
2014012345,49.968,162.817,3,1,112.918,88,-1.19368528115,0,1,97.048,84,-0.865270979213,2,1,90.298,99,0.013878135047,0,1,58.381,66,0.143892479882,92.417,163.984,3,1,81.459,103,0.654027985145,0,0,43.833,66,1.57300359823,2,0,70.647,70,-0.38806001656,2,1,80.466,76,-0.564574466571,81.799,196.329,3,1,70.951,85,0.40100789958,1,1,121.463,77,-1.74744594251,-1,0,139.384,-1,-4.18933329644,0,1,54.454,82,1.57354933928,88.228,213.445,3,1,64.516,100,1.74168989187,3,1,88.333,81,-0.669369469008,0,0,93.305,97,-0.202343346872,0,1,116.585,113,-0.470299827152
