id,studentid,jobid,action,content
1,2012310575,0,BEGIN_CALIBRATION,TIMESTAMP=1445937713423	USER=2012310575	JOBID=0	ACTION=BEGIN_CALIBRATION	INFO:
2,2012310575,0,END_CALIBRATION,TIMESTAMP=1445937742526	USER=2012310575	JOBID=0	ACTION=END_CALIBRATION	INFO:
3,2012310575,0,BEGIN_READING,TIMESTAMP=1445937784666	USER=2012310575	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
4,2012310575,0,END_READING,TIMESTAMP=1445937796142	USER=2012310575	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=1
5,2012310575,0,TIME_ESTIMATION,TIMESTAMP=1445937810086	USER=2012310575	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=15
6,2012310575,0,TIME_ESTIMATION,TIMESTAMP=1445937811046	USER=2012310575	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=15
7,2012310575,0,BEGIN_READING,TIMESTAMP=1445937815363	USER=2012310575	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
8,2012310575,0,END_READING,TIMESTAMP=1445937817093	USER=2012310575	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=2
9,2012310575,0,TIME_ESTIMATION,TIMESTAMP=1445937817957	USER=2012310575	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=0
10,2012310575,0,BEGIN_READING,TIMESTAMP=1445937820807	USER=2012310575	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
11,2012310575,0,END_READING,TIMESTAMP=1445937822253	USER=2012310575	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=3
12,2012310575,0,TIME_ESTIMATION,TIMESTAMP=1445937823181	USER=2012310575	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=0
13,2012310575,0,BEGIN_READING,TIMESTAMP=1445937824760	USER=2012310575	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
14,2012310575,0,END_READING,TIMESTAMP=1445937826214	USER=2012310575	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=4
15,2012310575,0,TIME_ESTIMATION,TIMESTAMP=1445937828270	USER=2012310575	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=8
16,2015011315,0,BEGIN_CALIBRATION,TIMESTAMP=1445937917045	USER=2015011315	JOBID=0	ACTION=BEGIN_CALIBRATION	INFO:
17,2015011315,0,END_CALIBRATION,TIMESTAMP=1445937975476	USER=2015011315	JOBID=0	ACTION=END_CALIBRATION	INFO:
18,2015011315,0,BEGIN_READING,TIMESTAMP=1445937990383	USER=2015011315	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
19,2015011315,0,END_READING,TIMESTAMP=1445938074019	USER=2015011315	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=1
20,2015011315,0,TIME_ESTIMATION,TIMESTAMP=1445938088924	USER=2015011315	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=86
21,2015011315,0,BEGIN_READING,TIMESTAMP=1445938092894	USER=2015011315	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
22,2015011315,0,END_READING,TIMESTAMP=1445938162731	USER=2015011315	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=2
23,2015011315,0,TIME_ESTIMATION,TIMESTAMP=1445938169562	USER=2015011315	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=44
24,2015011315,0,BEGIN_READING,TIMESTAMP=1445938171988	USER=2015011315	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
25,2015011315,0,END_READING,TIMESTAMP=1445938237554	USER=2015011315	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=3
26,2015011315,0,TIME_ESTIMATION,TIMESTAMP=1445938250290	USER=2015011315	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=46
27,2015011315,0,BEGIN_READING,TIMESTAMP=1445938253381	USER=2015011315	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
28,2015011315,0,END_READING,TIMESTAMP=1445938330761	USER=2015011315	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=4
29,2015011315,0,TIME_ESTIMATION,TIMESTAMP=1445938338409	USER=2015011315	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=72
30,2015011315,1,BEGIN_CALIBRATION,TIMESTAMP=1445938375962	USER=2015011315	JOBID=1	ACTION=BEGIN_CALIBRATION	INFO:
31,2015011315,1,END_CALIBRATION,TIMESTAMP=1445938415234	USER=2015011315	JOBID=1	ACTION=END_CALIBRATION	INFO:
32,2015011315,1,BEGIN_READING,TIMESTAMP=1445938419350	USER=2015011315	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
33,2015011315,1,END_READING,TIMESTAMP=1445938512384	USER=2015011315	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=1
34,2015011315,1,TIME_ESTIMATION,TIMESTAMP=1445938525144	USER=2015011315	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=56
35,2015011315,1,BEGIN_READING,TIMESTAMP=1445938528947	USER=2015011315	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
36,2015011315,1,END_READING,TIMESTAMP=1445938596975	USER=2015011315	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=2
37,2015011315,1,TIME_ESTIMATION,TIMESTAMP=1445938603823	USER=2015011315	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=37
38,2015011315,1,BEGIN_READING,TIMESTAMP=1445938606513	USER=2015011315	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
39,2015011315,1,END_READING,TIMESTAMP=1445938675943	USER=2015011315	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=3
40,2015011315,1,TIME_ESTIMATION,TIMESTAMP=1445938688399	USER=2015011315	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=36
41,2015011315,1,BEGIN_READING,TIMESTAMP=1445938691969	USER=2015011315	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
42,2015011315,1,END_READING,TIMESTAMP=1445938747279	USER=2015011315	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=4
43,2015011315,1,TIME_ESTIMATION,TIMESTAMP=1445938757487	USER=2015011315	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=36
44,2015011315,2,BEGIN_CALIBRATION,TIMESTAMP=1445938778224	USER=2015011315	JOBID=2	ACTION=BEGIN_CALIBRATION	INFO:
45,2015011315,2,END_CALIBRATION,TIMESTAMP=1445938842302	USER=2015011315	JOBID=2	ACTION=END_CALIBRATION	INFO:
46,2015011315,2,BEGIN_READING,TIMESTAMP=1445938845579	USER=2015011315	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
47,2015011315,2,END_READING,TIMESTAMP=1445938912853	USER=2015011315	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=1
48,2015011315,2,TIME_ESTIMATION,TIMESTAMP=1445938919773	USER=2015011315	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=54
49,2015011315,2,BEGIN_READING,TIMESTAMP=1445938922762	USER=2015011315	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
50,2015011315,2,END_READING,TIMESTAMP=1445938957172	USER=2015011315	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=2
51,2015011315,2,TIME_ESTIMATION,TIMESTAMP=1445938964213	USER=2015011315	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=31
52,2015011315,2,BEGIN_READING,TIMESTAMP=1445938967038	USER=2015011315	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
53,2015011315,2,END_READING,TIMESTAMP=1445939008485	USER=2015011315	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=3
54,2015011315,2,TIME_ESTIMATION,TIMESTAMP=1445939018005	USER=2015011315	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=27
55,2015011315,2,BEGIN_READING,TIMESTAMP=1445939020039	USER=2015011315	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
56,2015011315,2,END_READING,TIMESTAMP=1445939141635	USER=2015011315	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=4
57,2015011315,2,TIME_ESTIMATION,TIMESTAMP=1445939152660	USER=2015011315	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=91
58,2015011315,3,BEGIN_CALIBRATION,TIMESTAMP=1445939188300	USER=2015011315	JOBID=3	ACTION=BEGIN_CALIBRATION	INFO:
59,2015011315,3,END_CALIBRATION,TIMESTAMP=1445939231316	USER=2015011315	JOBID=3	ACTION=END_CALIBRATION	INFO:
60,2015011315,3,BEGIN_READING,TIMESTAMP=1445939236263	USER=2015011315	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
61,2015011315,3,END_READING,TIMESTAMP=1445939287124	USER=2015011315	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=1
62,2015011315,3,TIME_ESTIMATION,TIMESTAMP=1445939292692	USER=2015011315	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=48
63,2015011315,3,BEGIN_READING,TIMESTAMP=1445939294775	USER=2015011315	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
64,2015011315,3,END_READING,TIMESTAMP=1445939431834	USER=2015011315	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=2
65,2015011315,3,TIME_ESTIMATION,TIMESTAMP=1445939438810	USER=2015011315	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=87
66,2015011315,3,BEGIN_READING,TIMESTAMP=1445939441571	USER=2015011315	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
67,2015011315,3,END_READING,TIMESTAMP=1445939533849	USER=2015011315	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=3
68,2015011315,3,TIME_ESTIMATION,TIMESTAMP=1445939540793	USER=2015011315	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=74
69,2015011315,3,BEGIN_READING,TIMESTAMP=1445939543723	USER=2015011315	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
70,2015011315,3,END_READING,TIMESTAMP=1445939586473	USER=2015011315	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=4
71,2015011315,3,TIME_ESTIMATION,TIMESTAMP=1445939591369	USER=2015011315	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=27
72,2015011315,4,BEGIN_CALIBRATION,TIMESTAMP=1445939641057	USER=2015011315	JOBID=4	ACTION=BEGIN_CALIBRATION	INFO:
73,2015011315,4,END_CALIBRATION,TIMESTAMP=1445939714080	USER=2015011315	JOBID=4	ACTION=END_CALIBRATION	INFO:
74,2015011315,4,BEGIN_READING,TIMESTAMP=1445939718945	USER=2015011315	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
75,2015011315,4,END_READING,TIMESTAMP=1445939754616	USER=2015011315	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=1
76,2015011315,4,TIME_ESTIMATION,TIMESTAMP=1445939763240	USER=2015011315	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=28
77,2015011315,4,BEGIN_READING,TIMESTAMP=1445939765384	USER=2015011315	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
78,2015011315,4,END_READING,TIMESTAMP=1445939818556	USER=2015011315	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=2
79,2015011315,4,TIME_ESTIMATION,TIMESTAMP=1445939829902	USER=2015011315	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=33
80,2015011315,4,BEGIN_READING,TIMESTAMP=1445939831985	USER=2015011315	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
81,2015011315,4,END_READING,TIMESTAMP=1445939876550	USER=2015011315	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=3
82,2015011315,4,TIME_ESTIMATION,TIMESTAMP=1445939886601	USER=2015011315	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=31
83,2015011315,4,BEGIN_READING,TIMESTAMP=1445939889009	USER=2015011315	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
84,2015011315,4,END_READING,TIMESTAMP=1445939967214	USER=2015011315	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=4
85,2015011315,4,TIME_ESTIMATION,TIMESTAMP=1445939975735	USER=2015011315	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=41
86,2012012172,0,BEGIN_CALIBRATION,TIMESTAMP=1445940320899	USER=2012012172	JOBID=0	ACTION=BEGIN_CALIBRATION	INFO:
87,2012012172,0,END_CALIBRATION,TIMESTAMP=1445940338284	USER=2012012172	JOBID=0	ACTION=END_CALIBRATION	INFO:
88,2012012172,0,BEGIN_READING,TIMESTAMP=1445940424858	USER=2012012172	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
89,2012012172,0,END_READING,TIMESTAMP=1445940443067	USER=2012012172	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=1
90,2012012172,0,TIME_ESTIMATION,TIMESTAMP=1445940458315	USER=2012012172	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=70
91,2012012172,0,BEGIN_READING,TIMESTAMP=1445940461539	USER=2012012172	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
92,2012012172,0,END_READING,TIMESTAMP=1445940463899	USER=2012012172	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=2
93,2012012172,0,TIME_ESTIMATION,TIMESTAMP=1445940464915	USER=2012012172	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=0
94,2012012172,0,BEGIN_READING,TIMESTAMP=1445940466957	USER=2012012172	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
95,2012012172,0,END_READING,TIMESTAMP=1445940469027	USER=2012012172	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=3
96,2012012172,0,TIME_ESTIMATION,TIMESTAMP=1445940471747	USER=2012012172	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=163
97,2012012172,0,BEGIN_READING,TIMESTAMP=1445940475226	USER=2012012172	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
98,2012012172,0,END_READING,TIMESTAMP=1445940477010	USER=2012012172	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=4
99,2012012172,0,TIME_ESTIMATION,TIMESTAMP=1445940478162	USER=2012012172	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=0
100,2012011880,0,BEGIN_CALIBRATION,TIMESTAMP=1445940586035	USER=2012011880	JOBID=0	ACTION=BEGIN_CALIBRATION	INFO:
101,2012011880,0,END_CALIBRATION,TIMESTAMP=1445940671865	USER=2012011880	JOBID=0	ACTION=END_CALIBRATION	INFO:
102,2012011880,0,BEGIN_READING,TIMESTAMP=1445940685062	USER=2012011880	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
103,2012011880,0,END_READING,TIMESTAMP=1445940769113	USER=2012011880	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=1
104,2012011880,0,TIME_ESTIMATION,TIMESTAMP=1445940783241	USER=2012011880	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=111
105,2012011880,0,TIME_ESTIMATION,TIMESTAMP=1445940786249	USER=2012011880	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=111
106,2012011880,0,BEGIN_READING,TIMESTAMP=1445940791259	USER=2012011880	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
107,2012011880,0,END_READING,TIMESTAMP=1445940857481	USER=2012011880	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=2
108,2012011880,0,TIME_ESTIMATION,TIMESTAMP=1445940864383	USER=2012011880	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=78
109,2012011880,0,BEGIN_READING,TIMESTAMP=1445940869195	USER=2012011880	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
110,2012011880,0,END_READING,TIMESTAMP=1445940939151	USER=2012011880	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=3
111,2012011880,0,TIME_ESTIMATION,TIMESTAMP=1445940945262	USER=2012011880	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=81
112,2012011880,0,BEGIN_READING,TIMESTAMP=1445940948357	USER=2012011880	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
113,2012011880,0,END_READING,TIMESTAMP=1445941012606	USER=2012011880	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=4
114,2012011880,0,TIME_ESTIMATION,TIMESTAMP=1445941021941	USER=2012011880	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=70
115,2012011880,1,BEGIN_CALIBRATION,TIMESTAMP=1445941069383	USER=2012011880	JOBID=1	ACTION=BEGIN_CALIBRATION	INFO:
116,2012011880,1,END_CALIBRATION,TIMESTAMP=1445941119031	USER=2012011880	JOBID=1	ACTION=END_CALIBRATION	INFO:
117,2012011880,1,BEGIN_READING,TIMESTAMP=1445941123384	USER=2012011880	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
118,2012011880,1,END_READING,TIMESTAMP=1445941274349	USER=2012011880	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=1
119,2012011880,1,TIME_ESTIMATION,TIMESTAMP=1445941284077	USER=2012011880	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=130
120,2012011880,1,BEGIN_READING,TIMESTAMP=1445941286759	USER=2012011880	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
121,2012011880,1,END_READING,TIMESTAMP=1445941392860	USER=2012011880	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=2
122,2012011880,1,TIME_ESTIMATION,TIMESTAMP=1445941401115	USER=2012011880	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=81
123,2012011880,1,BEGIN_READING,TIMESTAMP=1445941403533	USER=2012011880	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
124,2012011880,1,END_READING,TIMESTAMP=1445941478595	USER=2012011880	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=3
125,2012011880,1,TIME_ESTIMATION,TIMESTAMP=1445941487682	USER=2012011880	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=50
126,2012011880,1,BEGIN_READING,TIMESTAMP=1445941490449	USER=2012011880	JOBID=1	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
127,2012011880,1,END_READING,TIMESTAMP=1445941590475	USER=2012011880	JOBID=1	ACTION=END_READING	INFO: CURRENT_DOC=4
128,2012011880,1,TIME_ESTIMATION,TIMESTAMP=1445941598546	USER=2012011880	JOBID=1	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=60
129,2012011880,2,BEGIN_CALIBRATION,TIMESTAMP=1445941624100	USER=2012011880	JOBID=2	ACTION=BEGIN_CALIBRATION	INFO:
130,2012011880,2,END_CALIBRATION,TIMESTAMP=1445941726091	USER=2012011880	JOBID=2	ACTION=END_CALIBRATION	INFO:
131,2012011880,2,BEGIN_READING,TIMESTAMP=1445941730349	USER=2012011880	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
132,2012011880,2,END_READING,TIMESTAMP=1445941796089	USER=2012011880	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=1
133,2012011880,2,TIME_ESTIMATION,TIMESTAMP=1445941807008	USER=2012011880	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=63
134,2012011880,2,BEGIN_READING,TIMESTAMP=1445941808995	USER=2012011880	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
135,2012011880,2,END_READING,TIMESTAMP=1445941848920	USER=2012011880	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=2
136,2012011880,2,TIME_ESTIMATION,TIMESTAMP=1445941859465	USER=2012011880	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=36
137,2012011880,2,BEGIN_READING,TIMESTAMP=1445941861723	USER=2012011880	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
138,2012011880,2,END_READING,TIMESTAMP=1445941912728	USER=2012011880	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=3
139,2012011880,2,TIME_ESTIMATION,TIMESTAMP=1445941923935	USER=2012011880	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=48
140,2012011880,2,BEGIN_READING,TIMESTAMP=1445941926385	USER=2012011880	JOBID=2	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
141,2012011880,2,END_READING,TIMESTAMP=1445942044857	USER=2012011880	JOBID=2	ACTION=END_READING	INFO: CURRENT_DOC=4
142,2012011880,2,TIME_ESTIMATION,TIMESTAMP=1445942051599	USER=2012011880	JOBID=2	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=80
143,2012011880,3,BEGIN_CALIBRATION,TIMESTAMP=1445942088113	USER=2012011880	JOBID=3	ACTION=BEGIN_CALIBRATION	INFO:
144,2012011880,3,END_CALIBRATION,TIMESTAMP=1445942140871	USER=2012011880	JOBID=3	ACTION=END_CALIBRATION	INFO:
145,2012011880,3,BEGIN_READING,TIMESTAMP=1445942147073	USER=2012011880	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
146,2012011880,3,END_READING,TIMESTAMP=1445942234247	USER=2012011880	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=1
147,2012011880,3,TIME_ESTIMATION,TIMESTAMP=1445942241445	USER=2012011880	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=81
148,2012011880,3,BEGIN_READING,TIMESTAMP=1445942244233	USER=2012011880	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
149,2012011880,3,END_READING,TIMESTAMP=1445942440461	USER=2012011880	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=2
150,2012011880,3,TIME_ESTIMATION,TIMESTAMP=1445942449036	USER=2012011880	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=130
151,2012011880,3,TIME_ESTIMATION,TIMESTAMP=1445942449083	USER=2012011880	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=130
152,2012011880,3,BEGIN_READING,TIMESTAMP=1445942451096	USER=2012011880	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
153,2012011880,3,END_READING,TIMESTAMP=1445942631147	USER=2012011880	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=3
154,2012011880,3,TIME_ESTIMATION,TIMESTAMP=1445942637236	USER=2012011880	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=125
155,2012011880,3,BEGIN_READING,TIMESTAMP=1445942641117	USER=2012011880	JOBID=3	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
156,2012011880,3,END_READING,TIMESTAMP=1445942703219	USER=2012011880	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=4
157,2012011880,3,TIME_ESTIMATION,TIMESTAMP=1445942711530	USER=2012011880	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=53
158,2012011880,4,BEGIN_CALIBRATION,TIMESTAMP=1445942762083	USER=2012011880	JOBID=4	ACTION=BEGIN_CALIBRATION	INFO:
159,2012011880,4,END_CALIBRATION,TIMESTAMP=1445942970361	USER=2012011880	JOBID=4	ACTION=END_CALIBRATION	INFO:
160,2012011880,4,BEGIN_READING,TIMESTAMP=1445943094268	USER=2012011880	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
161,2012011880,4,END_READING,TIMESTAMP=1445943174784	USER=2012011880	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=1
162,2012011880,4,TIME_ESTIMATION,TIMESTAMP=1445943181287	USER=2012011880	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=82
163,2012011880,4,BEGIN_READING,TIMESTAMP=1445943182786	USER=2012011880	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
164,2012011880,4,END_READING,TIMESTAMP=1445943303719	USER=2012011880	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=2
165,2012011880,4,TIME_ESTIMATION,TIMESTAMP=1445943314360	USER=2012011880	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=90
166,2012011880,4,BEGIN_READING,TIMESTAMP=1445943316309	USER=2012011880	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
167,2012011880,4,END_READING,TIMESTAMP=1445943386158	USER=2012011880	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=3
168,2012011880,4,TIME_ESTIMATION,TIMESTAMP=1445943390853	USER=2012011880	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=3 ET=70
169,2012011880,4,BEGIN_READING,TIMESTAMP=1445943392735	USER=2012011880	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
170,2012011880,4,END_READING,TIMESTAMP=1445943485045	USER=2012011880	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=4
171,2012011880,4,TIME_ESTIMATION,TIMESTAMP=1445943495125	USER=2012011880	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=120
172,2012012172,0,BEGIN_CALIBRATION,TIMESTAMP=1445945926276	USER=2012012172	JOBID=0	ACTION=BEGIN_CALIBRATION	INFO:
173,2012012172,0,END_CALIBRATION,TIMESTAMP=1445945953524	USER=2012012172	JOBID=0	ACTION=END_CALIBRATION	INFO:
174,2012012172,0,BEGIN_READING,TIMESTAMP=1445945972071	USER=2012012172	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
175,2012012172,0,END_READING,TIMESTAMP=1445945998428	USER=2012012172	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=1
176,2012012172,0,TIME_ESTIMATION,TIMESTAMP=1445946000132	USER=2012012172	JOBID=0	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=148
177,2012012172,0,BEGIN_READING,TIMESTAMP=1445946001957	USER=2012012172	JOBID=0	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
178,2012012172,0,END_READING,TIMESTAMP=1445946004043	USER=2012012172	JOBID=0	ACTION=END_READING	INFO: CURRENT_DOC=2
