id,studentid,jobid,action,content
150,2015012805,5,RELEVANCE_ANNOTATION,TIMESTAMP=1449759868968	USER=2015012805	JOBID=5	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=2 REL=3
151,2015012805,5,BEGIN_READING,TIMESTAMP=1449759870609	USER=2015012805	JOBID=5	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
152,2015012805,5,END_READING,TIMESTAMP=1449759986487	USER=2015012805	JOBID=5	ACTION=END_READING	INFO: CURRENT_DOC=3
153,2015012805,5,RELEVANCE_ANNOTATION,TIMESTAMP=1449759991527	USER=2015012805	JOBID=5	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=3 REL=0
154,2015012805,5,BEGIN_READING,TIMESTAMP=1449759992816	USER=2015012805	JOBID=5	ACTION=BEGIN_READING	INFO: CURRENT_DOC=4
155,2015012805,5,END_READING,TIMESTAMP=1449760258518	USER=2015012805	JOBID=5	ACTION=END_READING	INFO: CURRENT_DOC=4
156,2015012805,5,RELEVANCE_ANNOTATION,TIMESTAMP=1449760264517	USER=2015012805	JOBID=5	ACTION=RELEVANCE_ANNOTATION	INFO: CURRENT_DOC=4 REL=2
157,2015012805,5,TIME_ESTIMATION,TIMESTAMP=1449760303789	USER=2015012805	JOBID=5	DOCID=0	ACTION=TIME_ESTIMATION	INFO:Segments=291_573_714_
158,2015012805,5,RELATIVE_ESTIMATION,TIMESTAMP=1449760393804	USER=2015012805	JOBID=5	DOCID=0	ACTION=RELATIVE_ESTIMATION	INFO:Range=_13_15_13_15_7_10_12_14_45_54 Relative=89_89_45_82_
159,2015012805,5,OUTCOME,"TIMESTAMP=1449760657995	USER=2015012805	JOBID=5	DOCID=0	ACTION=OUTCOME	INFO:answer=They discussed the economy cooperation between the three countries and North Korea' nuclear issue.They came to an agreement that they can establish a trilateral free trade and have more cooperation in commerce,and they all affirm ""firm position"" on the nuclear issue."
