2015012616segments,1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,-1,-1,-1,0.125
2015012616range,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,0.125
2015012616relative,1,1,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,0
2015012805segments,-1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,,,,0.230769231
2015012805range,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,,,,0.076923077
2015012805relative,-1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,,,,0.076923077
