studentid,taskid,docid,docrank,perceived relevance,dwell time,time1,time2_low,time2_high,time3,,R,IR,R-dtime,IR-dtime,avg-R-dtime,avg-IR-dtime,avg-(R-IR)-dtime
2015012623,4,2,2,3,114.7,287,80,110,100,,TRUE,FALSE,114.7,0,,,
2015012623,4,4,3,0,74.1,230,60,90,76,,FALSE,TRUE,0,74.1,,,
2015012623,4,5,4,0,71.2,237,60,100,83,,FALSE,TRUE,0,71.2,,,
2015012623,5,4,1,0,70.3,227,50,80,76,,FALSE,TRUE,0,70.3,,,
2015012623,5,5,2,0,72.4,227,60,90,80,,FALSE,TRUE,0,72.4,,,
2015012623,5,1,3,3,96.6,266,70,100,89,,TRUE,FALSE,96.6,0,,,
2015012623,5,2,4,3,101,280,70,110,100,,TRUE,FALSE,101,0,,,
2015012622,2,1,1,3,174.7,415,190,230,100,,TRUE,FALSE,174.7,0,160.89,75.96666667,84.92333333
2015012622,2,4,2,1,92.2,172,80,100,33,,FALSE,TRUE,0,92.2,,,
2015012622,2,5,3,0,41.2,82,20,30,15,,FALSE,TRUE,0,41.2,,,
2015012622,2,2,4,3,124.8,331,140,170,69,,TRUE,FALSE,124.8,0,,,
2015012622,3,4,1,3,207.6,295,160,200,85,,TRUE,FALSE,207.6,0,,,
2015012622,3,5,2,2,143.4,231,120,150,79,,TRUE,FALSE,143.4,0,,,
2015012622,3,1,3,3,305.3,241,130,160,70,,TRUE,FALSE,305.3,0,,,
2015012622,3,2,4,3,162.7,233,130,160,81,,TRUE,FALSE,162.7,0,,,
2015012622,4,1,1,3,78.9,401,170,210,86,,TRUE,FALSE,78.9,0,,,
2015012622,4,4,2,1,250.5,422,190,220,100,,FALSE,TRUE,0,250.5,,,
2015012622,4,2,3,3,57.3,147,40,70,20,,TRUE,FALSE,57.3,0,,,
2015012622,4,5,4,0,17,30,10,20,6,,FALSE,TRUE,0,17,,,
2015012622,5,1,1,3,251.9,406,210,240,100,,TRUE,FALSE,251.9,0,,,
2015012622,5,2,2,3,102.3,292,150,190,73,,TRUE,FALSE,102.3,0,,,
2015012622,5,4,3,0,30.8,100,20,40,10,,FALSE,TRUE,0,30.8,,,
2015012622,5,5,4,1,24.1,202,30,60,10,,FALSE,TRUE,0,24.1,,,
2015012625,2,1,1,3,258,407,160,180,100,,TRUE,FALSE,258,0,175.6375,79.55,96.0875
2015012625,2,2,2,2,225.3,286,150,170,95,,TRUE,FALSE,225.3,0,,,
2015012625,2,4,3,0,44.9,150,30,40,14,,FALSE,TRUE,0,44.9,,,
2015012625,2,5,4,0,100.1,157,60,80,37,,FALSE,TRUE,0,100.1,,,
2015012625,3,1,1,3,200.4,314,160,180,87,,TRUE,FALSE,200.4,0,,,
2015012625,3,4,2,1,110.1,193,100,110,47,,FALSE,TRUE,0,110.1,,,
2015012625,3,5,3,1,72.7,190,110,140,52,,FALSE,TRUE,0,72.7,,,
2015012625,3,2,4,2,138.7,303,160,180,85,,TRUE,FALSE,138.7,0,,,
2015012625,4,4,1,1,95.4,144,60,80,19,,FALSE,TRUE,0,95.4,,,
2015012625,4,5,2,1,74.9,131,60,80,16,,FALSE,TRUE,0,74.9,,,
2015012625,4,1,3,3,146.8,314,150,170,71,,TRUE,FALSE,146.8,0,,,
2015012625,4,2,4,3,131,411,160,180,81,,TRUE,FALSE,131,0,,,
2015012625,5,1,1,3,137.1,348,150,170,81,,TRUE,FALSE,137.1,0,,,
2015012625,5,4,2,0,47.7,122,60,70,21,,FALSE,TRUE,0,47.7,,,
2015012625,5,2,3,3,167.8,315,160,180,86,,TRUE,FALSE,167.8,0,,,
2015012625,5,5,4,1,90.6,215,130,150,66,,FALSE,TRUE,0,90.6,,,
2015012624,2,1,1,3,180.4,365,90,150,80,,TRUE,FALSE,180.4,0,186.3285714,72.04444444,114.284127
2015012624,2,4,2,0,65.9,144,70,100,54,,FALSE,TRUE,0,65.9,,,
2015012624,2,2,3,3,161.7,349,100,170,89,,TRUE,FALSE,161.7,0,,,
2015012624,2,5,4,1,61.2,142,30,70,48,,FALSE,TRUE,0,61.2,,,
2015012624,3,1,1,3,254.5,454,130,200,100,,TRUE,FALSE,254.5,0,,,
2015012624,3,2,2,1,70.6,209,60,120,56,,FALSE,TRUE,0,70.6,,,
2015012624,3,4,3,0,45,144,50,110,53,,FALSE,TRUE,0,45,,,
2015012624,3,5,4,1,91.5,193,50,100,56,,FALSE,TRUE,0,91.5,,,
2015012624,4,1,1,3,176.4,331,80,130,90,,TRUE,FALSE,176.4,0,,,
2015012624,4,4,2,0,79.2,154,60,90,62,,FALSE,TRUE,0,79.2,,,
2015012624,4,5,3,0,67.1,159,60,90,58,,FALSE,TRUE,0,67.1,,,
2015012624,4,2,4,3,182.4,356,80,130,91,,TRUE,FALSE,182.4,0,,,
2015012624,5,4,1,0,76.7,186,50,90,46,,FALSE,TRUE,0,76.7,,,
2015012624,5,5,2,1,91.2,162,40,80,56,,FALSE,TRUE,0,91.2,,,
2015012624,5,1,3,3,220.8,343,90,170,85,,TRUE,FALSE,220.8,0,,,
2015012624,5,2,4,3,128.1,309,80,150,82,,TRUE,FALSE,128.1,0,,,
2015012828,2,4,1,0,21.7,150,90,140,65,,FALSE,TRUE,0,21.7,159.475,129.15,30.325
2015012828,2,5,2,0,118,318,130,180,93,,FALSE,TRUE,0,118,,,
2015012828,2,1,3,3,72.8,170,120,180,83,,TRUE,FALSE,72.8,0,,,
2015012828,2,2,4,2,109.4,362,90,120,69,,TRUE,FALSE,109.4,0,,,
2015012828,3,1,1,3,209.3,259,140,170,83,,TRUE,FALSE,209.3,0,,,
2015012828,3,4,2,1,135.5,214,120,130,71,,FALSE,TRUE,0,135.5,,,
2015012828,3,5,3,1,194.7,283,150,170,80,,FALSE,TRUE,0,194.7,,,
2015012828,3,2,4,2,203.5,244,130,150,85,,TRUE,FALSE,203.5,0,,,
2015012828,4,1,1,3,213,349,230,250,89,,TRUE,FALSE,213,0,,,
2015012828,4,4,2,1,135.9,146,160,180,64,,FALSE,TRUE,0,135.9,,,
2015012828,4,2,3,3,149.5,335,240,250,94,,TRUE,FALSE,149.5,0,,,
2015012828,4,5,4,0,152.1,170,160,190,52,,FALSE,TRUE,0,152.1,,,
2015012828,5,1,1,3,182.7,286,190,220,87,,TRUE,FALSE,182.7,0,,,
2015012828,5,2,2,3,135.6,221,110,140,63,,TRUE,FALSE,135.6,0,,,
2015012828,5,4,3,0,147.5,340,200,230,86,,FALSE,TRUE,0,147.5,,,
2015012828,5,5,4,0,127.8,153,80,110,52,,FALSE,TRUE,0,127.8,,,
2011012756,2,1,1,3,99.9,426,40,60,100,,TRUE,FALSE,99.9,0,70.675,21.9875,48.6875
2011012756,2,4,2,0,18.9,120,10,20,26,,FALSE,TRUE,0,18.9,,,
2011012756,2,5,3,1,21.8,98,10,20,26,,FALSE,TRUE,0,21.8,,,
2011012756,2,2,4,2,57.1,356,30,40,92,,TRUE,FALSE,57.1,0,,,
2011012756,3,1,1,3,101.9,495,30,40,100,,TRUE,FALSE,101.9,0,,,
2011012756,3,2,2,2,31.3,317,20,30,80,,TRUE,FALSE,31.3,0,,,
2011012756,3,4,3,1,14.5,83,10,20,10,,FALSE,TRUE,0,14.5,,,
2011012756,3,5,4,0,31.3,105,10,20,24,,FALSE,TRUE,0,31.3,,,
2011012756,4,1,1,3,66,404,50,60,100,,TRUE,FALSE,66,0,,,
2011012756,4,4,2,0,46.4,285,30,40,38,,FALSE,TRUE,0,46.4,,,
2011012756,4,2,3,3,86.6,253,30,40,38,,TRUE,FALSE,86.6,0,,,
2011012756,4,5,4,0,8,58,10,20,6,,FALSE,TRUE,0,8,,,
2011012756,5,4,1,0,16.8,119,20,30,17,,FALSE,TRUE,0,16.8,,,
2011012756,5,5,2,0,18.2,123,10,20,17,,FALSE,TRUE,0,18.2,,,
2011012756,5,1,3,3,91.9,553,40,50,100,,TRUE,FALSE,91.9,0,,,
2011012756,5,2,4,3,30.7,205,20,30,32,,TRUE,FALSE,30.7,0,,,
