id,studentid,jobid,action,content
277,2015011286,3,END_READING,TIMESTAMP=1447337294740	USER=2015011286	JOBID=3	ACTION=END_READING	INFO: CURRENT_DOC=4
278,2015011286,3,TIME_ESTIMATION,TIMESTAMP=1447337304075	USER=2015011286	JOBID=3	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=4 ET=31 REL=0 ANS=A
279,2015011286,4,BEGIN_CALIBRATION,TIMESTAMP=1447337331342	USER=2015011286	JOBID=4	DOCID=0	ACTION=BEGIN_CALIBRATION	INFO:
280,2015011286,4,END_CALIBRATION,TIMESTAMP=1447337385007	USER=2015011286	JOBID=4	DOCID=0	ACTION=END_CALIBRATION	INFO:
281,2015011286,4,BEGIN_CALIBRATION,TIMESTAMP=1447337387558	USER=2015011286	JOBID=4	DOCID=9	ACTION=BEGIN_CALIBRATION	INFO:
282,2015011286,4,END_CALIBRATION,TIMESTAMP=1447337582588	USER=2015011286	JOBID=4	DOCID=9	ACTION=END_CALIBRATION	INFO:
283,2015011286,4,BEGIN_READING,TIMESTAMP=1447337591221	USER=2015011286	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=1
284,2015011286,4,END_READING,TIMESTAMP=1447337647907	USER=2015011286	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=1
285,2015011286,4,TIME_ESTIMATION,TIMESTAMP=1447337662406	USER=2015011286	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=1 ET=34 REL=3 ANS=C
286,2015011286,4,BEGIN_READING,TIMESTAMP=1447337663155	USER=2015011286	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=2
287,2015011286,4,END_READING,TIMESTAMP=1447337723985	USER=2015011286	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=2
288,2015011286,4,TIME_ESTIMATION,TIMESTAMP=1447337734318	USER=2015011286	JOBID=4	ACTION=TIME_ESTIMATION	INFO: CURRENT_DOC=2 ET=31 REL=3 ANS=A
289,2015011286,4,BEGIN_READING,TIMESTAMP=1447337735271	USER=2015011286	JOBID=4	ACTION=BEGIN_READING	INFO: CURRENT_DOC=3
290,2015011286,4,END_READING,TIMESTAMP=1447337823353	USER=2015011286	JOBID=4	ACTION=END_READING	INFO: CURRENT_DOC=3
