userid	relevant_before	taskid	estimation	perceived_ratio
U16	False	5	RAN	-0.0245438805309
U16	False	5	REL	-0.132717337565
U17	True	2	SEG	-0.0698378620745
U17	True	2	RAN	0.0582331049697
U17	True	2	REL	0.127225976457
U17	True	2	SEG	0.186731153401
U17	True	2	RAN	0.247791410162
U17	True	2	REL	0.343101589966
U17	True	2	SEG	-0.249191829599
U17	True	2	RAN	-0.184428311273
U17	True	2	REL	-0.10935639371
U17	True	2	SEG	0.00737718587629
U17	True	2	RAN	0.00512999391938
U17	True	2	REL	0.1065192198
U17	False	3	SEG	-0.0795463802905
U17	False	3	RAN	0.00144374573907
U17	False	3	REL	0.0814864534126
U17	False	3	SEG	-0.16559252774
U17	False	3	RAN	-0.12927668228
U17	False	3	REL	0.0114509772153
U17	False	3	SEG	-0.0490603396789
U17	False	3	RAN	0.0439532263284
U17	False	3	REL	0.0742052694989
U17	False	3	SEG	-0.135106487129
U17	False	3	RAN	-0.0867672016905
U17	False	3	REL	0.00416979330162
U17	False	4	SEG	0.556532592755
U17	False	4	RAN	0.733643090336
U17	False	4	REL	0.623332069518
U17	False	4	SEG	0.33845973174
U17	False	4	RAN	0.568287011494
U17	False	4	REL	0.437608687851
U17	True	4	SEG	0.48496904365
U17	True	4	RAN	0.646281424354
U17	True	4	REL	0.619352012476
U17	True	4	SEG	0.266896182635
U17	True	4	RAN	0.480925345512
U17	True	4	REL	0.433628630809
U17	False	5	SEG	0.538445772926
U17	False	5	RAN	0.625787783081
U17	False	5	REL	0.610941274964
U17	False	5	SEG	0.270779255777
U17	False	5	RAN	0.557734319836
U17	False	5	REL	0.503667098565
U17	True	5	SEG	0.275827083243
U17	True	5	RAN	0.584128442897
U17	True	5	REL	0.528038976246
U17	False	5	SEG	0.0081605660936
U17	False	5	RAN	0.516074979652
U17	False	5	REL	0.420764799848
U18	False	2	SEG	0.872859813359
U18	False	2	RAN	0.791460365624
U18	False	2	REL	0.43721975482
U18	False	2	SEG	0.151074028976
U18	False	2	RAN	0.305605588641
U18	False	2	REL	0.369718020963
U18	True	2	SEG	0.640787901635
U18	True	2	RAN	0.657651707687
U18	True	2	REL	0.554983889718
U18	False	2	SEG	-0.0809978827479
U18	False	2	RAN	0.171796930703
U18	False	2	REL	0.48748215586
U18	True	3	SEG	-0.376748074841
U18	True	3	RAN	-0.290477713076
U18	True	3	REL	-0.0580050664733
U18	True	3	SEG	-0.00809889287561
U18	True	3	RAN	-0.179078561133
U18	True	3	REL	-0.0554230530557
U18	False	3	SEG	0.0470641586659
U18	False	3	RAN	-0.0271621636862
U18	False	3	REL	0.242428145873
U18	False	4	SEG	-0.23973418743
U18	False	4	RAN	-0.0455166654388
U18	False	4	REL	0.245865688756
U18	False	4	SEG	-0.0603847491022
U18	False	4	RAN	-0.099414093008
U18	False	4	REL	0.0748429039492
U18	False	4	SEG	-0.613585744553
U18	False	4	RAN	-0.221560703297
U18	False	4	REL	0.122837598597
U18	False	4	SEG	-0.434236306225
U18	False	4	RAN	-0.275458130866
U18	False	4	REL	-0.0481851862098
U18	False	5	SEG	0.675604623642
U18	False	5	RAN	0.797598191835
U18	False	5	REL	0.527817329712
U18	False	5	SEG	0.0576674408704
U18	False	5	RAN	0.187971983325
U18	False	5	REL	0.259613862983
U18	True	5	SEG	0.670850148884
U18	True	5	RAN	0.586002543109
U18	True	5	REL	0.407483272264
U18	True	5	SEG	0.0529129661124
U18	True	5	RAN	-0.0236236654015
U18	True	5	REL	0.139279805535
U19	True	2	SEG	1.0852405517
U19	True	2	RAN	0.944700528923
U19	True	2	REL	0.965950356755
U19	True	2	SEG	0.143284276467
U19	True	2	RAN	-0.45017884644
U19	True	2	REL	-0.369209783906
U19	True	2	SEG	0.736689711712
U19	True	2	RAN	1.70867040765
U19	True	2	REL	1.55797939474
U19	True	2	SEG	-0.205266563523
U19	True	2	RAN	0.313791032284
U19	True	2	REL	0.222819254078
U19	False	3	SEG	0.243944942455
U19	False	3	RAN	0.219685609515
U19	False	3	REL	0.278636258377
U19	False	3	SEG	0.160927553018
U19	False	3	RAN	0.104057415388
U19	False	3	REL	0.0354947439511
U19	True	3	SEG	0.275502154292
U19	True	3	RAN	0.293365679256
U19	True	3	REL	0.226722985114
U19	True	3	SEG	0.192484764855
U19	True	3	RAN	0.177737485129
U19	True	3	REL	-0.0164185293119
U19	False	4	SEG	-0.422092455942
U19	False	4	RAN	0.104532358261
U19	False	4	REL	0.11961955818
U19	False	4	SEG	-0.382519518708
U19	False	4	RAN	0.0209010170257
U19	False	4	REL	-0.200638684707
U19	True	4	SEG	-0.735146838443
U19	True	4	RAN	-0.270082701821
U19	True	4	REL	-0.289034627237
U19	False	4	SEG	-0.695573901209
U19	False	4	RAN	-0.353714043056
U19	False	4	REL	-0.609292870123
U19	False	5	SEG	0.386971094394
U19	False	5	RAN	0.261645336593
U19	False	5	REL	0.202456465203
U19	False	5	SEG	-0.268174967987
U19	False	5	RAN	-0.411754166097
U19	False	5	REL	-0.157285478633
U19	False	5	SEG	0.346664115819
U19	False	5	RAN	0.458205490552
U19	False	5	REL	0.227093769588
U19	False	5	SEG	-0.308481946562
U19	False	5	RAN	-0.215194012139
U19	False	5	REL	-0.132648174247
U20	False	2	SEG	0.546495943705
U20	False	2	RAN	1.13041413183
U20	False	2	REL	1.07521458247
U20	False	2	SEG	0.288835950434
U20	False	2	RAN	0.900153112746
U20	False	2	REL	0.911202948932
U20	True	2	SEG	0.295881206091
U20	True	2	RAN	0.560502705954
U20	True	2	REL	0.490914419147
U20	False	2	SEG	0.0382212128202
U20	False	2	RAN	0.330241686871
U20	False	2	REL	0.326902785605
U20	False	3	SEG	0.313391814392
U20	False	3	RAN	0.229050665958
U20	False	3	REL	0.236019335274
U20	False	3	SEG	0.263821908948
U20	False	3	RAN	0.0696658945073
U20	False	3	REL	0.088063259647
U20	False	3	SEG	0.283823503148
U20	False	3	RAN	0.337708591643
U20	False	3	REL	0.277468511265
U20	False	4	SEG	-0.173981634313
U20	False	4	RAN	0.091858696224
U20	False	4	REL	0.00200236710209
U20	False	4	SEG	0.307063238246
U20	False	4	RAN	0.413475831854
U20	False	4	REL	0.503087990544
U20	True	4	SEG	0.0598597119998
U20	True	4	RAN	0.308598810503
U20	True	4	REL	0.165497966862
U20	True	4	SEG	0.540904584558
U20	True	4	RAN	0.630215946133
U20	True	4	REL	0.666583590304
U20	False	5	SEG	0.942522241218
U20	False	5	RAN	0.815978414179
U20	False	5	REL	0.87128325937
U20	False	5	SEG	0.448822454522
U20	False	5	RAN	0.617483998139
U20	False	5	REL	0.622599098806
U20	False	5	SEG	0.690046839858
U20	False	5	RAN	0.560425613867
U20	False	5	REL	0.601341721606
U20	False	5	SEG	0.196347053162
U20	False	5	RAN	0.361931197828
U20	False	5	REL	0.352657561042
U21	False	2	SEG	-0.222583049435
U21	False	2	RAN	-0.545619634225
U21	False	2	REL	-1.00671643832
U21	False	2	SEG	-0.689829994683
U21	False	2	RAN	-0.770795018273
U21	False	2	REL	-0.966188656634
U21	True	2	SEG	0.348506076185
U21	True	2	RAN	-0.0473895809071
U21	True	2	REL	-0.569522275588
U21	True	2	SEG	-0.118740869063
U21	True	2	RAN	-0.272564964956
U21	True	2	REL	-0.528994493903
U21	False	3	SEG	0.17732479232
U21	False	3	RAN	0.702649990455
U21	False	3	REL	0.574949518141
U21	False	3	SEG	-0.299980394094
U21	False	3	RAN	-0.402259243215
U21	False	3	REL	-0.114577170763
U21	True	3	SEG	0.533306169621
U21	True	3	RAN	0.643892622862
U21	True	3	REL	0.750977276878
U21	False	3	SEG	0.0560009832065
U21	False	3	RAN	-0.461016610807
U21	False	3	REL	0.061450587974
U21	True	4	SEG	-0.0917672339877
U21	True	4	RAN	-0.246097592191
U21	True	4	REL	-0.197307428022
U21	True	4	SEG	0.277947965881
U21	True	4	RAN	-0.401858146259
U21	True	4	REL	-0.0705010103049
U21	True	4	SEG	-0.468562642554
U21	True	4	RAN	-0.676436250311
U21	True	4	REL	-0.573578864871
U21	True	4	SEG	-0.0988474426857
U21	True	4	RAN	-0.832196804379
U21	True	4	REL	-0.446772447154
U21	False	5	SEG	0.273978287858
U21	False	5	RAN	0.100083458557
U21	False	5	REL	0.301324848856
U21	False	5	SEG	0.0270070535004
U21	False	5	RAN	-0.368723282455
U21	False	5	REL	0.0507716738637
U21	False	5	SEG	0.178859529242
U21	False	5	RAN	-0.0120338395637
U21	False	5	REL	0.0455466398715
U21	False	5	SEG	-0.0681117051153
U21	False	5	RAN	-0.480840580576
U21	False	5	REL	-0.20500653512
U22	False	2	SEG	-1.19883288946
U22	False	2	RAN	0.1736952759
U22	False	2	REL	-1.24984325839
U22	False	2	SEG	-0.0106084420977
U22	False	2	RAN	0.019544596073
U22	False	2	REL	-0.641853886172
U22	True	2	SEG	-1.63933820627
U22	True	2	RAN	0.045323127401
U22	True	2	REL	-1.58431749235
U22	False	2	SEG	-0.451113758913
U22	False	2	RAN	-0.108827552426
U22	False	2	REL	-0.976328120131
U22	False	3	SEG	0.231146748315
U22	False	3	RAN	0.0302717836251
U22	False	3	REL	-0.132908302922
U22	False	3	SEG	-0.0226854694138
U22	False	3	RAN	-0.159021912966
U22	False	3	REL	-0.216841483855
U22	True	3	SEG	0.400528219599
U22	True	3	RAN	-0.0597192347016
U22	True	3	REL	-0.165079750359
U22	True	3	SEG	0.14669600187
U22	True	3	RAN	-0.249012931293
U22	True	3	REL	-0.249012931293
U22	True	4	SEG	0.570904211734
U22	True	4	RAN	-0.313027781833
U22	True	4	REL	0.434186619998
U22	True	4	SEG	0.884180040201
U22	True	4	RAN	-0.258234871125
U22	True	4	REL	-0.58365727156
U22	True	4	SEG	-0.483099742248
U22	True	4	RAN	-0.387135753986
U22	True	4	REL	-0.373890527236
U22	True	4	SEG	-0.169823913781
U22	True	4	RAN	-0.332342843279
U22	True	4	REL	-1.39173441879
U22	False	5	SEG	0.320313579668
U22	False	5	RAN	-0.0972728889722
U22	False	5	REL	-0.747860455113
U22	False	5	SEG	1.07080422903
U22	False	5	RAN	0.85255066301
U22	False	5	REL	0.808098900439
U22	False	5	SEG	-0.0179248165165
U22	False	5	RAN	-0.0929600024594
U22	False	5	REL	-0.947375330615
U22	False	5	SEG	0.732565832845
U22	False	5	RAN	0.856863549523
U22	False	5	REL	0.608584024937
U23	False	2	SEG	0.487159172382
U23	False	2	RAN	0.389585125431
U23	False	2	REL	0.369382418113
U23	False	2	SEG	0.0952090897161
U23	False	2	RAN	0.0439157953286
U23	False	2	REL	0.0237130880111
U23	True	2	SEG	0.439800838594
U23	True	2	RAN	0.171520045417
U23	True	2	REL	0.177750595168
U23	True	2	SEG	0.0478507559275
U23	True	2	RAN	-0.174149284685
U23	True	2	REL	-0.167918734934
U23	True	3	SEG	0.101690137646
U23	True	3	RAN	0.251502415874
U23	True	3	REL	-0.0523090385074
U23	True	3	SEG	-0.041354598138
U23	True	3	RAN	0.151831390036
U23	True	3	REL	-0.25304565572
U23	True	3	SEG	-0.198017314212
U23	True	3	RAN	-0.216215498091
U23	True	3	REL	-0.457226051233
U23	True	3	SEG	-0.341062049995
U23	True	3	RAN	-0.315886523929
U23	True	3	REL	-0.657962668446
U23	True	4	SEG	0.447101987911
U23	True	4	RAN	0.360717373712
U23	True	4	REL	0.32862905916
U23	False	4	SEG	0.336516390955
U23	False	4	RAN	0.382186427789
U23	False	4	REL	0.0911654540712
U23	False	4	SEG	0.0176220035985
U23	False	4	RAN	0.270212756239
U23	False	4	REL	-0.00176002250762
U23	False	5	SEG	-0.165028106561
U23	False	5	RAN	0.486709017127
U23	False	5	REL	0.35149553832
U23	False	5	SEG	0.228014481549
U23	False	5	RAN	0.551247538265
U23	False	5	REL	0.215363363995
U23	True	5	SEG	-0.357791638639
U23	True	5	RAN	0.300669983933
U23	True	5	REL	0.183805643794
U23	False	5	SEG	0.0352509494708
U23	False	5	RAN	0.365208505071
U23	False	5	REL	0.0476734694694
